created_at,user_id_str,text,Content_category,Audience_category,Content_source
Wed Jan 29 06:44:40 +0000 2020,354131581,"There is a new series on #netflix called Pandemic: How to Prevent an Outbreak and I find it odd that it releases right as this #coronavirus is going viral. Could be something, could be nothing, could just be marketing but I don’t like it and I’m starting the series tonight.",opinion,local/personalized,First-hand
Wed Jan 29 06:47:21 +0000 2020,27208395,"@BritishDeport33 Thank God for hard work of epidemiologists, virologists, the WHO, the CDC, health ministries &amp; public sector health workers all over the world that save us. When you read about mountains moved to contain these things it’s humbling. We always *this* close to the next Spanish Flu.",opinion,General,First-hand
Wed Jan 29 06:56:06 +0000 2020,237143408,The coronavirus has me fearing festival season big time,opinion,local/personalized,First-hand
Wed Jan 29 06:58:16 +0000 2020,14829547,"Why would you want to eat this?!
#coronavirus https://t.co/GLBMVOQCyM",question,local/personalized,First-hand
Wed Mar 04 23:09:17 +0000 2020,2853697593,"18,000 people have died in the U.S. from the common Flu in 7 months, so everybody chill tf out about virus with a global death toll of maybe 4k #COVIDー19",opinion,General,Secondary
Wed Mar 04 23:18:16 +0000 2020,1203441032,Monroe Co. Health Commissioner confirms one person at Rochester General Hospital is isolated and being tested for a possible case of the COVID-19 Coronavirus. Results are expected within the next 48 hours. https://t.co/QRHkOdayFh,fact,General,Secondary
Wed Mar 04 23:19:15 +0000 2020,1.00E+18,Based on extensive research COVID-19 came from nature. It was not a bioweapon. Bioweapon labs do study viruses to understand if they can be weaponized. https://t.co/IrsEw6sTn7,fact,General,Secondary
Wed Mar 04 23:20:09 +0000 2020,1927154545,"On average 3,287 Americans die each day in automobile accidents.
It doesn’t take a mathematical genius to realize this is a much greater possibility than dying from #CoronaVirus",opinion,General,Secondary
Wed Mar 04 23:20:33 +0000 2020,7.52E+17,"WTF

 Coronavirus: More than 94,000 cases have been confirmed worldwide, WHO says #Coronavirus https://t.co/ZDGzFPsIDf",fact,General,Secondary
Wed Mar 04 23:21:16 +0000 2020,1.06E+18,Jesus has the corona virus under control. Until He calls out the restraining power known as the Holy Sririt. Rapture!DumbRats say! Where is HE? DumassRats are to stupid to know where the restrainer lives. Don’t pray for us pelosi. Pray for your soul old woman. https://t.co/duotPXpR0e,opinion,General,First-hand
Wed Mar 04 23:21:44 +0000 2020,9.56E+17,A couple thousand people get Coronavirus and the whole world rushes to wear surgical mask. 37 million people have AIDS and y’all still fuckin without condoms. #justsayin #PutThatInYourPipe #WhatILearnedToday,opinion,General,Secondary
Wed Mar 04 23:22:27 +0000 2020,184625499,So the guy who caught coronavirus had a 15 year old son who went to a high school in WOODSTOCK Ga Living Science n the kid got the virus now so if you know someone that go to Living Science homestudies INC stay the hell away from me,opinion,local/personalized,Secondary
Wed Mar 04 23:22:56 +0000 2020,262484576,paid sick leave is a privilege not everyone has. and choosing to work while sick or not get paid is not a common sense decision. now you may go. #coronavirus,opinion,General,Secondary
Wed Mar 04 23:23:27 +0000 2020,444440723,"The corona virus can be spread through money. If you have any money at home, put on some gloves, put all the money in to a plastic bag &amp; MAIL it to me
Think of your health!
I just want yall to be safe🗣
The virus doesn't  spread through coins tho so y’all can keep that 
God Bless",fact,General,First-hand
Wed Mar 04 23:24:13 +0000 2020,76320456,Raise your hand if you’re tired of hearing about the corona virus! 🙋🏻‍♂️🙋🏻‍♂️,opinion,General,Secondary
Wed Mar 04 23:27:10 +0000 2020,17531532,Due to the spread of #COVIDー19 I will be suspending my @bumble subscription as I am blaming the recent outbreak as to why my beeline looks like this: https://t.co/Htne0mYMff,opinion,local/personalized,First-hand
Wed Mar 04 23:42:14 +0000 2020,23293722,I wonder if anyone at TFF had coronavirus https://t.co/gx0zKsVeJm,question,local/personalized,First-hand
Wed Mar 04 23:43:19 +0000 2020,1548383101,"So as you would expect, traitor trump blames President Obama for the botched response to the Coronavirus; well, I blame trump for EVERYTHING else that’s wrong with our country, including his illegitimate “presidency”",opinion,General,First-hand
Wed Mar 04 23:44:11 +0000 2020,64712204,"I know everyone is talking about either the election or coronavirus, but damn the news about the tornado in Tennessee. Freaking heartbreaking",opinion,local/personalized,First-hand
Wed Mar 04 23:44:17 +0000 2020,41301935,"People be spraying that COVID-19 all over the walls here. Tryin' to pick up meds for my lad, but it's toxic af in here.",opinion,General,First-hand
Wed Mar 04 23:44:34 +0000 2020,46241244,"To avoid large gatherings, it seems like the better option would be for voters to request their ballot at home. @voteathome #Election2020 https://t.co/hMCeSVzfau",fact,General,Secondary
Wed Mar 04 23:44:52 +0000 2020,206786739,They canceled ultra music festival in Miami this year on fears of corona virus spreading... I really wish people would do the research about this virus and stop freaking out.,opinion,local/personalized,Secondary
Wed Mar 04 23:45:11 +0000 2020,17304065,"Looks like D.C. will be an epicenter for Coronavirus: “On Tuesday, thousands of conference attendees fanned out across Capitol Hill, meeting with senators, House members, and their staff.”
https://t.co/vkbgtxbs41",fact,local/personalized,Secondary
Wed Mar 04 23:45:31 +0000 2020,24827440,My boss legit printed out a packet on what to stock up on for the corona virus to give to Cody 😂😂😂,opinion,local/personalized,First-hand
Wed Mar 04 23:46:00 +0000 2020,344633710,New York coronavirus cases rise to 11 as death toll increases https://t.co/zCukh4gzuA @MailOnline,fact,local/personalized,Secondary
Wed Mar 04 23:46:38 +0000 2020,1.15E+18,"Biotech company GeoVax working on coronavirus vaccine
Mar. 04, 2020 - 3:54 - GeoVax CEO David Dodd weighs in on efforts to combat coronavirus.

https://t.co/q3qhkvCjce",fact,General,Secondary
Wed Mar 04 23:47:47 +0000 2020,8.26E+17,Shame on this individual! Two golden rules against the #CoronavirusOutbreak #coronavirusnewyork: 1/ Wash your hands on a regular basis and use disposable tissue; 2/ Don’t be racist and xenophobic! https://t.co/KilMmeeBfX,fact,General,First-hand
Wed Mar 18 11:11:11 +0000 2020,1418846570,I'm afraid to go to work. https://t.co/lekxfYCrnW,opinion,local/personalized,First-hand
Wed Mar 18 11:11:28 +0000 2020,17240160,My daughter that lives in Los Angeles was notified yesterday that she was exposed to Miss Rona at work on March 9th. She’s been home since and symptom free. They’re all working remotely. This is why #SocialDistancing https://t.co/PVzv27kha2,opinion,local/personalized,First-hand
Wed Mar 18 11:11:57 +0000 2020,330777610,"I know there is a lot of fear and uncertainty in the world today. With everything that is going on with the coronavirus. Despite that, always remain positive and help your fellow neighbor. Everyone have a great day!… https://t.co/qHNBvQyxkU",opinion,local/personalized,First-hand
Wed Mar 18 11:30:11 +0000 2020,2992504316,This makes me feel better 😂 https://t.co/uJs0n0Ymlm,opinion,local/personalized,First-hand
Wed Mar 18 11:31:41 +0000 2020,1.24E+18,"Live in #Texas and want to know if you should get tested or not for #COVID19, dial 211 then press option 6.",question,local/personalized,Secondary
Wed Mar 18 11:52:20 +0000 2020,484297369,"As I asked yesterday....why were these allowed to stay open?  This is the right move.  Thank you @OnondagaCounty

https://t.co/SSwrIRKElo",opinion,local/personalized,Secondary
Wed Mar 18 11:55:11 +0000 2020,186196989,Does anyone know the Toliet paper for paper towel exchange rate in the new economy? #COVID19,question,General,First-hand
Wed Mar 18 11:55:43 +0000 2020,158132662,"Really appreciate the urging to lower ridership while also still being available to those that need it - health care workers, other essential personnel #FlattenTheCurve https://t.co/ByXoXlrunN",opinion,General,Secondary
Wed Mar 18 11:57:37 +0000 2020,2572631789,"A physician friend of mine in another state just shared her story online. She has been seeing many patients &amp; developed a cough. No fever. She asked if she should be tested. She was told no, more than once. She kept working, seeing patients, while using PPE. Now, she’s #COVID19 +",opinion,General,First-hand
Wed Mar 18 23:00:20 +0000 2020,7.51E+17,"Waiting on this action will turn out to be yet another massive @realDonaldTrump blunder. There are only 170,000 ventilators in the US. Forecasts indicate we will need 100s of thousands more. It takes time to manufacture and there are a very limited number of vendors. https://t.co/J9hN5SPkzg",fact,General,Secondary
Wed Mar 18 23:00:59 +0000 2020,253346956,this quarantine is messing my mind UP https://t.co/ASSbtvbaXs,opinion,local/personalized,First-hand
Wed Mar 18 23:02:46 +0000 2020,17665374,My stimulus plan for individual Americans.  The banks should defer or give forbearance on their Mortgages for 3 months.  Meaning no mortgage pmts would be paid for the next 3 month’s.  The pmt deferrals added to your mortgage balance and amortized over loan term. https://t.co/KfiXvQeZZd,opinion,General,First-hand
Wed Mar 18 23:03:00 +0000 2020,7.38E+17,"Floridians, please stay up-to-date with developments concerning the #Covid_19 Virus. We all play a huge role in ending this pandemic. 
#FlattenTheCurve #StayHome 

#GodBlessAmerica 🇺🇸 https://t.co/UKvUpKXaDn",opinion,local/personalized,First-hand
Wed Mar 18 23:03:54 +0000 2020,1.20E+18,"If you’re bored already, just imagine that some of us (me lol) have been social distancing for almost a year now. You can do it, I believe in you 😷✨ #coronavirus #Cancer #aml #Leukemia @ogcancerpatient",opinion,General,First-hand
Wed Mar 18 23:04:07 +0000 2020,2244289393,This is absolutely unacceptable. In times like this it is sad we are doing this https://t.co/3oJUSDr7nV,opinion,General,First-hand
Wed Mar 18 23:04:11 +0000 2020,413458672,To college students enjoying your “extended spring break” and drinking and suppressing your own immune system and exposing yourself to COVID-19 I want you to realize that you are strong enough to fight this virus but you are putting so many others at risk. Stay home.,fact,General,Secondary
Wed Mar 18 23:04:20 +0000 2020,41616255,I miss my city https://t.co/ynE9JQKEfT,opinion,local/personalized,First-hand
Wed Mar 18 23:04:37 +0000 2020,1.19E+18,Big difference between ORDERING them and actually RECEIVING them. @maddow @chrislhayes @JoeNBC @realDonaldTrump does not understand his job does he @JoeBiden ? https://t.co/Ab8zE3DPJx,opinion,General,First-hand
Wed Mar 18 23:23:10 +0000 2020,2575519704,My life has been so messed up recently that this whole corona situation is not as stressful as everything else I was going thru,opinion,local/personalized,First-hand
Wed Mar 18 23:24:30 +0000 2020,1090139174,"UPDATE: A look at #COVID19 cases in Florida from March 1 - March 18. 
328 total cases, 8 deaths. https://t.co/1xzxBqBE4U",fact,local/personalized,Secondary
Wed Mar 18 23:24:34 +0000 2020,303228005,"Thankfully not all of us millennials are like this BUT we all need to do our part to keep our society as safe as possible. These people need to think about infecting others that are vulnerable...could be someone’s aunt, mom or grandparent. #COVID19 https://t.co/4chJPQQhPt",opinion,General,First-hand
Wed Mar 18 23:25:17 +0000 2020,16199084,"The incompetence that exists right now w/ marketing/creative/brand executives is unfathomable! Decisions to try to capitalize on #COVID19 #coronavirus are embarrassing to watch! This isn’t hard. Take care of yourself, loved ones &amp; stop trying to capitalize on a global #pandemic",opinion,General,Secondary
Wed Mar 18 23:26:04 +0000 2020,33827083,Thank you for pointing  out the real victim here - poor lil doll hands himself. https://t.co/di6XZZFz6j,opinion,local/personalized,First-hand
Wed Mar 18 23:27:41 +0000 2020,8.63E+17,Can we please keep them in Florida.... https://t.co/3tdsB9miPM,opinion,local/personalized,Secondary
Wed Mar 18 23:46:28 +0000 2020,2658919994,"It has been almost a week since we closed our doors due to the Covid-19 pandemic and we're missing each and every one of you so much.  The BC Dance Faculty, Office and myself have been working around the clock… https://t.co/Ezr8XukICd",fact,local/personalized,Secondary
Wed Mar 18 23:46:56 +0000 2020,44899314,#QuarantineLife Day 3. Doing all I can to keep my kids from eating me out a house and home. I purchased the Fla-Vor-Ice from Costco. https://t.co/VVcFKxmSCx,opinion,local/personalized,First-hand
Wed Mar 18 23:47:03 +0000 2020,852734905,I live in a suburban nice place on an island off coast of southern South Carolina...houses are very far from each other...1/2 acre lots?....  I’m sitting on my porch and among the bird calls heard a cough across the road and my ears perked up. 😳. #coronavirus,opinion,local/personalized,First-hand
Wed Mar 18 23:47:20 +0000 2020,1026142045,social distancing more like social VIBINH,opinion,General,First-hand
Wed Mar 18 23:48:07 +0000 2020,1928841116,"Best tech for working from home during coronavirus pandemic.
https://t.co/XiNKjkCSjE",opinion,General,Secondary
Wed Mar 18 23:48:20 +0000 2020,1143503042,I hope one thing people take away from this #COVID19 shitshow is to be more patient and nicer to the person next to them. I’ve noticed kind acts over the past few days that I normally don’t see.,opinion,General,First-hand
Wed Mar 18 23:48:48 +0000 2020,19606065,"Have started to pretend our condo is a ship and am referring to the garage downstairs as the hold, the front room as the fo'c'sle, kitchen as galley, etc. #LifeHack #QuarantineLife",opinion,local/personalized,First-hand
Wed Mar 18 23:48:56 +0000 2020,41006064,Be Aware:: Thieves Dressed In Hazmat Suits Have Duped Residents In Long Beach and Stockton CA Pretending To “Test For Coronavirus”... Burglarized Homes.. See Something Not Right? Call 9-1-1! @LAPDWilshire https://t.co/Xx4gbCAB0t,fact,local/personalized,Secondary
Wed Mar 18 23:49:35 +0000 2020,122825865,500 DHS employees are self-quarantining. Will the #DHS Acting leader get them tested so we know for sure? https://t.co/M8H8pOrlNY,question,General,Secondary
Wed Mar 18 23:49:37 +0000 2020,1.01E+18,"CDC: Please self quarantine and minimize contact with humans and animals 
Me, an animal welfare worker and living in a house with 10+ animals: 😐.....",opinion,General,First-hand
Wed Mar 18 23:49:49 +0000 2020,484269028,Boy did I pick a good time to retire.  I can stay home and not go to work. Getting another of stuff done around the house.  Be safe,opinion,local/personalized,First-hand
